opid	operator	atype	remarks	phase_of_flt	ac_mass	num_engs	date	time_of_day	state	height	speed	effect	sky	species	birds_seen	birds_struck
AAL	AMERICAN AIRLINES	MD-80	STRUCK LOWER RT. RADOME---NO DAMAGE.	Approach	4	2	10/22/1990 0:00:00	Day	GA	250	133	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	BE-200 KING	NO DAMAGE	Landing Roll	2	2	7/2/1990 0:00:00	NA	DC	0	120	NA	No Cloud	GULLS	NA	1
GAA	BUSINESS EXPRESS	BE-1900	NO DAMAGE. FLT 854.	Landing Roll	3	2	5/8/1990 0:00:00	NA	NY	0	60	NA	Overcast	GULLS	NA	1
COM	COMAIR AIRLINES	SAAB-340	PILOT STATED NO DAMAGE TO A/C THEY THINK THAT MAYBE THEY DID  NOT HIT HIM.	Landing Roll	3	2	11/13/1990 0:00:00	Day	TN	0	105	None	No Cloud	OWLS	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE	Approach	4	2	2/7/1992 0:00:00	Day	FL	1500	200	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
BUS	BUSINESS	PA-46 MALIBU	NO DAMAGE.	Approach	1	1	5/27/1990 0:00:00	Day	NY	2	75	NA	No Cloud	ROCK PIGEON	NA	1
NWA	NORTHWEST AIRLINES	DC-9	HIT 4 BIRDS. FLT 1514. HAZY. (DATA ENTRY NOTE: NO DAMAGE WAS  CHECKED BUT COMMENT UNKN WAS PUT IN AREA FOR EXTENT OF DAMAGE.)	Take-off run	4	2	10/17/1990 0:00:00	Day	MI	0	NA	NA	Overcast	UNKNOWN BIRD - SMALL	NA	2-10
QXE	HORIZON AIR	FK-28-1000	FLT 2208 REPTD A BIRD STRIKE ON FINAL APCH.  NO DAMAGE TO WING  LEADING EDGE IN THE 2157 MDT INCIDENT.	Approach	4	2	5/1/1992 0:00:00	Night	ID	NA	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-767-200	BIRD HIT RIGHT SIDE OF NOSE NEAR AOA INDICATOR, NO DAMAGE.	Approach	4	2	10/21/1990 0:00:00	Day	FL	30	142	NA	Some Cloud	HAWKS	NA	1
BUS	BUSINESS	C-172	LOCAL FLT, 1 PAX, 2 GEESE STRUCK A/C ON LEFT BASE LEG. 1 DAMAGED  RT WING OUTBOARD OF STRUT, 1 HIT RT FRONT ENG COWLING & CONTD  AFT, & BROKE WINDSHLD, BENT MAGNETIC COMPASS & DAMAGED  CABIN SPEAKER, BROKE COCKPIT LIGHTPANEL. PILOT HAD 5 STITCHES,  PAX UNINJURED. EVASIVE ACTION TAKEN - PILOT DIVED AFTER SEEING  GEESE IN FRONT OF A/C. TIME = 0350Z.	Approach	1	1	10/18/1991 0:00:00	Night	NE	500	90	Precautionary Landing	No Cloud	CANADA GOOSE	2-10	2-10
UNK	UNKNOWN	UNKNOWN	DAY. NO PILOT REPTD DAMAGE	NA	NA	NA	7/10/1993 0:00:00	NA	PA	NA	NA	NA	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737	NO DAMAGE	Landing Roll	4	2	2/13/1994 0:00:00	Day	CT	0	NA	None	Overcast	GULLS	NA	1
BUS	BUSINESS	PA-28	NO DAMAGE.	Climb	1	1	9/6/1990 0:00:00	Day	CT	10	70	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	B-737-200	NO DAMAGE	Approach	4	2	9/17/1993 0:00:00	Day	MO	1000	140	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	PA-28	EFFECT ON FLT = FLY-BY TOWER FOR GEAR CHECK	Climb	1	1	8/2/1990 0:00:00	Day	MI	20	80	Other	No Cloud	GULLS	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE.	Landing Roll	4	2	7/31/1990 0:00:00	NA	PA	0	125	NA	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
ASQ	ATLANTIC SOUTHEAST	EMB-120	FLT 301. NO DAMAGE, NO BIRD ACTIVITY OBSERVED BY THE TWR.	Approach	3	2	8/2/1990 0:00:00	Dusk	TN	2000	120	None	Some Cloud	BLACKBIRDS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE. SPARROW?	Take-off run	4	2	8/7/1990 0:00:00	Day	TX	0	140	NA	Overcast	SPARROWS	NA	1
AAL	AMERICAN AIRLINES	DC-10-10	NO DAMAGE.	Approach	4	3	8/15/1990 0:00:00	Day	NY	200	160	NA	No Cloud	AMERICAN ROBIN	NA	1
USA	US AIRWAYS	B-737-200	EXTENT, IF ANY, OF ENGINE DAMAGE NOT KNOWN AT THIS TIME.	Climb	4	2	5/12/1991 0:00:00	Day	OH	200	160	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
HNA	HENSON	DHC8 DASH 8	BIRD STRUCK JUST BELOW WINSHIELD AND HIT WIPER FRAME.  NO  DAMAGE. TIME = 0820 LCL. FLT 4312.	Approach	3	2	2/20/1991 0:00:00	Day	FL	100	100	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	MD-82	NA	Take-off run	4	2	8/4/1993 0:00:00	Day	TX	0	120	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
COA	CONTINENTAL AIRLINES	B-737-300	NO DAMAGE/INJURIES. TIME = 0925LCL	Approach	4	2	5/1/1991 0:00:00	Day	NY	10	127	None	Overcast	GULLS	NA	1
AJC	BAR HARBOR AIRLINES	SAAB-340	ATIS WARNING. NO DAMAGE. FLT 3402.	Approach	3	2	7/21/1990 0:00:00	Night	FL	20	120	NA	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE.	Approach	4	2	9/27/1990 0:00:00	Day	MS	1000	145	NA	No Cloud	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	FK-28-1000	NO DAMAGE	Approach	4	2	6/14/1990 0:00:00	Day	FL	200	NA	NA	No Cloud	DUCKS	NA	1
UAL	UNITED AIRLINES	B-737-500	STRUCK PLANE IN FLARE AT TOUCHDOWN. NOTIFIED MX AND DISPATCH.	Landing Roll	4	2	1/26/1995 0:00:00	NA	TX	0	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-757-200	STRIKE DURING LIFT-OFF. LOWER RADOME. MX CHECKED A/C. NO DAMAGE.	Climb	4	2	1/27/1995 0:00:00	NA	CA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-737-200	SHORT FINAL. CREW HEARD A SMALL THUD. REPORTED TO MX AND CHECKED A/C AFTER LANDING. NO APPARENT DAMAGE.	Approach	4	2	1/30/1995 0:00:00	NA	IL	800	NA	NA	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737-200	NA	Climb	4	2	11/26/1993 0:00:00	Dawn	FL	200	NA	Precautionary Landing	No Cloud	GULLS	NA	1
BUS	BUSINESS	CITATION II	TIME = 1001 EST. A/C LANDED W/O INCIDENT.  NO DAMAGE FOUND. DEPTD  W/O INCIDENT.	Climb	3	2	10/25/1992 0:00:00	Day	CT	10	NA	Precautionary Landing	No Cloud	GULLS	2-10	2-10
SDU	WESTAIR COMMUTER	BA-146	ABOUT 30 BIRDS. NO DAMAGE. FLT 524.	Approach	4	4	9/5/1990 0:00:00	Day	CA	10	110	NA	No Cloud	ROCK PIGEON	11-100	11-100
BUS	BUSINESS	C-152	NA	Approach	1	1	10/2/1991 0:00:00	Day	NE	4	65	Engine Shut Down	Some Cloud	BLACKBIRDS	11-100	2-10
MDW	MIDWAY AIRLINES	DC-9	EVERYTHING APPEARED FINE.  NO DAMAGE/INJURY.	Take-off run	4	2	9/15/1991 0:00:00	NA	IA	0	130	NA	Overcast	UNKNOWN BIRD - SMALL	NA	1
HNA	HENSON	DHC8 DASH 8	DENT IN A/C NOSE.	Approach	3	2	2/21/1991 0:00:00	Day	FL	2600	130	NA	No Cloud	VULTURES	NA	1
BUS	BUSINESS	PA-31 NAVAJO	NO DAMAGE.	Take-off run	2	2	5/12/1990 0:00:00	Day	MI	0	NA	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
NWA	NORTHWEST AIRLINES	DC-9	FLT 1532 SAW A FLOCK, ASSUME 2-10.	Approach	4	2	10/11/1990 0:00:00	Night	AL	800	NA	NA	No Cloud	UNKNOWN BIRD - SMALL	2-10	2-10
UAL	UNITED AIRLINES	B-737-300	FLT 204. NO DAMAGE.	Approach	4	2	6/30/1992 0:00:00	Day	VA	10	120	None	No Cloud	SPARROWS	2-10	2-10
AAL	AMERICAN AIRLINES	MD-87	NO DAMAGE DETECTED BY MAINT.	Climb	4	2	8/13/1990 0:00:00	Day	UT	200	150	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
BUS	BUSINESS	MOONEY-20J	NA	Approach	1	1	7/31/1993 0:00:00	Dusk	NY	20	80	None	Some Cloud	AMERICAN ROBIN	NA	1
BUS	BUSINESS	C-650	NO DAMAGE.	Approach	3	2	8/15/1991 0:00:00	Day	RI	100	120	NA	Some Cloud	BLACKBIRDS	NA	1
EPS	EPPS AVIATION CHARTER	PA-28	NO DAMAGE/INJURY. SPARROW?	Approach	1	1	8/17/1991 0:00:00	Day	GA	1	70	NA	Some Cloud	SPARROWS	NA	1
USA	US AIRWAYS	B-737-300	NO DAMAGE/INJURY. TIME = 0000Z.FLT 1158.	Climb	4	2	11/14/1991 0:00:00	Night	DC	5000	250	None	Some Cloud	GULLS	NA	1
UAL	UNITED AIRLINES	B-757-200	(NUMBER STRUCK NOT REPTD, ASSUME 1). FLOCK OF SPARROW TYPE BIRDS, (ASSUME 2-10). MX PERFORMED INSPECTION. NO DAMAGE.	Climb	4	2	3/1/1995 0:00:00	NA	CO	NA	NA	NA	NA	UNKNOWN BIRD - SMALL	2-10	1
UAL	UNITED AIRLINES	B-727-200	F/O WINDSHIELD. NO DAMAGE.	Take-off run	4	3	3/1/1995 0:00:00	NA	CO	0	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-737-500	FLOCK OF SEAGULLS (# NOT REPTD, ASSUME 2-10). MULTIPLE STRIKES. RETURNED TO GATE. MX INSPECT. NO DAMAGE.  PAX LATER COMPLAINED OF NECK PAINS EVEN THOUGH THE ABORT WAS SMOOTH.	Take-off run	4	2	3/5/1995 0:00:00	NA	OK	0	130	Aborted Take-off	NA	GULLS	2-10	2-10
UAL	UNITED AIRLINES	B-737-300	UNDERSIDE OF RADOME DURING FLARE. NO DAMAGE.	Approach	4	2	3/10/1995 0:00:00	NA	CA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	DC-10-10	SOME BIRDS NOTED NEAR FLIGHT PATH DURING CLIMB. MX NOTED HOLE IN ENGINE #2 COWLING. HAD NOT FELT ANY IMPACT AND THE #2 ENGINE OPERATED NORMALLY FOR THE FLIGHT. NUMBER OF BIRDS STRUCK NOT STATED (ASSUME 1).	Climb	4	3	3/14/1995 0:00:00	NA	CA	8000	NA	NA	NA	UNKNOWN BIRD	2-10	1
AAL	AMERICAN AIRLINES	B-727-200	SMALL, BROWN BIRD, POSSIBLY DOVE. ONLY RESIDUE ON WINDSHLD WIPER  & WINDSHLD, F/O'S SIDE.	Landing Roll	4	3	6/30/1992 0:00:00	Day	TX	0	120	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
LOF	TRANS STATES AIRLINES	BA-31 JETSTR	DARK, NEVER SAW BIRD UNTIL IMPACT. SUSPECT PHEASANT - ARPT HAS  HAD PROBLEMS WITH THEM IN THE PAST.	Landing Roll	2	2	6/16/1991 0:00:00	Night	IL	0	100	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	B-727-200	LRG GULL OR DUCK. A/C INSPECTED - NO DAMAGE FOUND.	Approach	4	3	12/3/1990 0:00:00	Night	TN	500	140	NA	Overcast	UNKNOWN BIRD - LARGE	NA	1
MDW	MIDWAY AIRLINES	B-737-200	NOSEWHEEL DOOR DELAMINATE	Descent	4	2	8/13/1990 0:00:00	Night	NV	14000	300	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
SWA	SOUTHWEST AIRLINES	B-737-500	#1 ENG COWLNG, RADOME, UPPER LEFT PITOT TUBE DAMAGED.  EXTENT NOT  REPTD.	Approach	4	2	1/12/1992 0:00:00	Day	CA	150	130	NA	No Cloud	CANADA GOOSE	2-10	2-10
PVT	PRIVATELY OWNED	EXPERIMENTAL	SPINNER TOOK HIT, WAS THROWN OFF PROP. NO APPARENT DAMAGE TO PROP  OR A/C. DID NOT SEE BIRD, I WAS IN A CLIMBING ATTITUDE. POWER  PLANT VOLKSKWAGON 1835CC.	Climb	1	NA	7/15/1994 0:00:00	Day	CA	500	50	NA	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
COA	CONTINENTAL AIRLINES	DC-9-30	TYPICAL OVER REACTION BY ALL CONCERNED:1. NEXT PLANE GOT TOWER ORDER TO GO AROUND 2. FIRE TRUCKS EMEG. VEH SCRAMBLED 3. MAINT, OPS & PORT AUTHORITY ACTED AS THOUGH THERE WAS A  "MAJOR" CATASTROPHE. 4. I ACKNOWLEDGE THIS RESPONSE IS BETTER THAN AN UNDER REACTION.	Landing Roll	4	2	10/13/1991 0:00:00	Day	NY	0	100	None	No Cloud	GULLS	11-100	1
AAL	AMERICAN AIRLINES	MD-80	UNKNOWN PHASE OF FLT SINCE EVIDENCE WAS FOUND BY OUTBOUND CREW.  NO DAMAGE. HIT L & R WING & L MAIN GEAR.  # NOT REPTD, ASSUME  2-10 SINCE THEY HIT A FLOCK. TIME OUT OF SVC = 35 MINS.	NA	4	2	12/23/1990 0:00:00	Day	NA	NA	NA	None	Overcast	GULLS	2-10	2-10
AAL	AMERICAN AIRLINES	B-727-200	NO. 2 ENGINE CHANGE	Landing Roll	4	3	11/18/1990 0:00:00	Day	TX	0	140	None	No Cloud	UNKNOWN BIRD	NA	1
AWE	AMERICA WEST AIRLINES	B-757-200	4-5 GULLS INGESTED IN RT ENG, 1 IN L ENG. NO MENTION OF BIRDS ON  ARRIVAL ATIS OR BY TWR.  FLOCK TOOK OFF FROM GRASS ADJACENT TO  RWY AS WE DESCENDED THROUGH 100'. FLOCK WAS ONLY THEN VISIBLE AS  IT TOOK OFF. LOGAN NEEDS BETTER WARNING SYSTEM FOR POSSIBLE BIRD  ACTIVITY NEAR RWYS & MORE IMPORTANTLY A "CHASE-OFF" SYSTEM. NO  ENG DAMAGE. EVENT #214. DEBRIS DOWN BY-PASS IN #1 ENG. 3 BIRDS  HIT FAN, 1-2 DOWN CORE IN ENG #2.	Approach	4	2	6/18/1990 0:00:00	Dawn	MA	100	130	None	No Cloud	HERRING GULL	11-100	2-10
DAL	DELTA AIR LINES	B-727-200	NO DAMAGE	Landing Roll	4	3	7/11/1990 0:00:00	Day	NY	0	120	None	Overcast	SPARROWS	NA	1
FSX	FLAGSHIP EXPRESS	SAAB-340	HAZE. NO DAMAGE/INJURY	Approach	3	2	7/1/1991 0:00:00	Day	NC	1500	150	NA	Some Cloud	BLACKBIRDS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE. FLT 5761. 2 BIRDS HIT.	Approach	4	2	7/25/1991 0:00:00	Day	TX	500	145	NA	No Cloud	SPARROWS	NA	2-10
BUS	BUSINESS	PA-31 NAVAJO	RT WING OTBD OF ENGINE, DE-ICE BOOT, AND STALL VANE DAMAGED.	NA	2	2	10/12/1990 0:00:00	Day	IN	800	140	None	Some Cloud	TURKEY VULTURE	11-100	1
EGF	AMERICAN EAGLE AIRLINES	SHORTS 360	HIT RT WING, NO DAMAGE.	Approach	3	2	10/18/1990 0:00:00	Day	MI	10	100	NA	Overcast	GULLS	NA	1
PVT	PRIVATELY OWNED	C-172	NA	Take-off run	1	1	1/30/1991 0:00:00	Night	NV	0	80	None	No Cloud	BARN OWL	NA	1
MDW	MIDWAY AIRLINES	UNKNOWN	HIT BIRD ON ROTATION. NO DAMAGE.	Climb	NA	NA	10/4/1990 0:00:00	Day	MI	8	NA	None	Some Cloud	GULLS	11-100	1
UAL	UNITED AIRLINES	B-737	TIME = 0225Z. UA 572	Approach	4	2	10/17/1991 0:00:00	Night	NA	600	140	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-727-200	BIRDSTRIKE TO WINDOW L-1. NO DAMAGE.	Climb	4	3	10/8/1996 0:00:00	NA	KS	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-767-300	INSPECTION. NO STRUCTURAL DAMAGE FOUND.	NA	4	2	10/10/1996 0:00:00	NA	NA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-737-300	MX INSPECTED. NO DAMAGE .	Landing Roll	4	2	10/11/1996 0:00:00	NA	CT	0	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-777-200	SML BIRD HIT AT ROTATION. FOUND MARK BTWN CAPT'S FRONT WINDOW & RADOME. NO DMG.	Take-off run	4	2	6/8/1996 0:00:00	NA	DC	0	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	DURING LDG FLARE, SML BIRD FLEW INTO FLT PATH. HIT LWR NOSE AREA. NOTIFIED ATC AND LOGGED ITEM.	Landing Roll	4	2	6/8/1996 0:00:00	NA	CO	0	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-200	INGESTED 2 BIRDS IN THE #1 ENGINE ON THE FLARE. ALL ENG INDICATIONS NORMAL. BOROSCOPE INSPEC ON ENGINE. NO DAMAGE.	Landing Roll	4	2	6/10/1996 0:00:00	NA	OH	0	NA	Other	NA	UNKNOWN BIRD	NA	2-10
UAL	UNITED AIRLINES	B-737-300	BIRD HIT FRAME SUPPORTING THE NOSE GEAR. NO DAMAGE.	Take-off run	4	2	6/14/1996 0:00:00	NA	CA	0	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	B-737-200	NA	Climb	4	2	10/13/1990 0:00:00	Day	FL	7500	250	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
AWE	AMERICA WEST AIRLINES	B-737-300	DAMAGE ON RT HAND SIDE UNDER NOSE.  FLT 244.	Descent	4	2	10/29/1991 0:00:00	Night	NA	8500	260	NA	No Cloud	DUCKS	NA	2-10
PVT	PRIVATELY OWNED	C-150	NA	Approach	1	1	8/15/1993 0:00:00	Day	IA	30	65	None	Overcast	BLACKBIRDS	2-10	1
FLG	PINNACLE (FORMERLY EXPSAIRL 1)	BA-31 JETSTR	BIRD STRIKE TO #2 ENG, ABORTED T/O, RETD TO GATE.	Take-off run	2	2	9/18/1993 0:00:00	Day	AR	0	NA	Aborted Take-off	NA	UNKNOWN BIRD	NA	1
UPS	UPS AIRLINES	B-727	FLT 1142	Approach	4	3	5/17/1990 0:00:00	Night	NY	500	NA	None	Some Cloud	OWLS	NA	1
GPE	GP EXPRESS AIRLINES	BE-99	ATIS WARNING	En Route	2	2	11/6/1990 0:00:00	Night	NE	7000	180	Precautionary Landing	Overcast	UNKNOWN BIRD - LARGE	2-10	2-10
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-40	BIRD STRIKE ON CAPT'S  LOWER(DV WINDOW.  INSPECTED IAW BIRD  STRIKE.	Approach	4	2	8/31/1993 0:00:00	Night	KS	NA	NA	None	NA	UNKNOWN BIRD	NA	1
ABL	AIR BC	DHC8 DASH 8	CAPT REPTD NO DAMAGE TO A/C.  STRIKE WAS 5 N OF SEATAC	Approach	3	2	8/8/1993 0:00:00	Dawn	WA	3000	200	None	Overcast	UNKNOWN BIRD - SMALL	2-10	2-10
NWA	NORTHWEST AIRLINES	DC-10-40	LARGE FLOCK MIGRATING.  BIRD INGESTED IN #3 ENG BUT NO APPARENT  DAMAGE.  (EDITOR NOTE:  NOT SURE HOW MANY BIRDS HIT AS OLD  VERSION OF 5200-7 DOESN'T DIFFERENTIATE BETWEEN # SEEN AND #  HIT.)	Landing Roll	4	3	9/13/1992 0:00:00	Day	CA	0	120	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	Over 100
UAL	UNITED AIRLINES	B-727-200	BIRD BOUNCED FROM LOWER CENTER CORNER OF CAPTS WINDSHLD TO #1 AND #2 ENGINE. ALL ENGINE AND PITOT STATIC INSTR WERE NORMAL. T.O. CONT AND FGT TO KPHL WAS NORMAL. BIRD SIZE OF SMALL HAWK. (DATA ENTRY NOTE: UNCERTAIN IF #1 AND #2 ENGS WERE STRUCK)	Take-off run	4	3	7/16/1996 0:00:00	NA	IL	0	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-727-200	F/O SAW FLOCK OF BIRDS (# NOT REPTD, ASSUME 2-10) TO RT AND BELOW A/C. FLT ATT SAID SEVERAL PAX NEAR RT WING REPTD A/C HIT A BIRD. 2ND OFCR SAW BLOOD ON EDGE OF WING. AT DENT, CREW SAW 2-3 HITS ON WING.	NA	4	3	7/18/1996 0:00:00	NA	NA	200	NA	NA	NA	UNKNOWN BIRD	2-10	2-10
UAL	UNITED AIRLINES	B-737-300	CREW FOUND 3 INCH X 2 INCH HOLE ON LEFT SIDE OF VERTICAL STAB.  HEARD NOTHING UNUSUAL IN FLIGHT. CREW FELT POSSIBILITY OF A STRIKE ON CLIMB. OUT OF KPWM. MM REMOVED VERT LEADING EDGE, CUT OUT DAMAGED AREA & STARTED AN MFG DOUBLER.	Climb	4	2	7/19/1996 0:00:00	NA	NA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-737-200	FINAL APCH. MX FOUND BLOOD AND GUTS ON RT SIDE OF RADOME. LOGBOOK ENTRY.	Approach	4	2	7/19/1996 0:00:00	NA	NE	300	NA	NA	NA	UNKNOWN BIRD	NA	1
BUS	BUSINESS	BE-1900	FLT 6537 HIT  FLOCK (ASSUME 2-10). NO DAMAGE REPTD BY PILOT.	Landing Roll	3	2	9/14/1990 0:00:00	Night	NY	0	NA	NA	No Cloud	BLACKBIRDS	NA	2-10
COA	CONTINENTAL AIRLINES	MD-80	NO DAMAGE/INJURY	Take-off run	4	2	1/24/1991 0:00:00	NA	FL	0	NA	NA	Overcast	GULLS	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-8	NO DAMAGE	Approach	4	4	8/13/1993 0:00:00	Night	OH	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727	A/C REG = 846	Climb	4	3	1/3/1992 0:00:00	Day	FL	500	160	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
NAE	NASHVILLE EAGLE	ATR-42	NO DAMAGE.	Climb	3	2	8/6/1990 0:00:00	Day	OH	50	NA	NA	Overcast	TREE SWALLOW	NA	1
AAL	AMERICAN AIRLINES	MD-80	BIRD STRIKE ON CAPTAIN'S WINSHIELD BURING ROTATION.  NO DAMAGE.	Take-off run	4	2	8/3/1990 0:00:00	Day	AL	0	135	NA	Some Cloud	SPARROWS	NA	1
AAL	AMERICAN AIRLINES	MD-80	POSSIBLE BIRD STRIKE	Approach	4	2	8/3/1990 0:00:00	Day	TX	5000	210	NA	Some Cloud	UNKNOWN BIRD	NA	1
DAL	DELTA AIR LINES	MD-88	PILOT REPTD TO TWR THAT A/C STRUCK 6 PIGEONS JUST AS A/C WAS  GOING TO ROTATE OFF RWY. FLT 1264 CONTD TO DFW.	Take-off run	4	2	12/1/1991 0:00:00	Day	CA	0	NA	NA	No Cloud	ROCK PIGEON	NA	2-10
DAL	DELTA AIR LINES	MD-88	NO DAMAGE TO FLT 1138	Climb	4	2	10/9/1992 0:00:00	Day	KY	100	100	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
HAL	HAWAIIAN AIR	L-1011	LIGHT GROUND FOG	Approach	4	3	8/12/1990 0:00:00	Night	CA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	FK-100	RAIN AND FOG.	Approach	4	2	1/1/1994 0:00:00	Day	TN	100	135	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	PA-31 NAVAJO	BIRDS NOT PREVIOUSLY SIGHTED BY THE TOWER.  SUBSEQUENT TO THE  INCIDENT, THIS INFORMATION INCLUDED IN ATIS AND PROVIDED TO  PILOTS VERBALLY.  DAMAGE - NONE REPORTED.	Landing Roll	2	2	11/1/1990 0:00:00	Dawn	MI	0	NA	NA	No Cloud	GULLS	NA	2-10
JIA	PSA AIRLINES	BA-31 JETSTR	HIT A FLOCK. NO DAMAGE. FLT 3942.	Take-off run	2	2	7/29/1990 0:00:00	Day	NJ	0	NA	NA	Some Cloud	SPARROWS	2-10	2-10
USA	US AIRWAYS	B-737	NO DAMAGE KNOWN. NO INJURY.	Climb	4	2	3/10/1991 0:00:00	Day	NY	50	NA	NA	No Cloud	GULLS	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE/INJURY.	Climb	4	2	6/16/1991 0:00:00	Day	TX	6000	250	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	NAMC YS-11A	NA	En Route	3	2	10/2/1993 0:00:00	NA	IL	NA	NA	None	NA	UNKNOWN BIRD	NA	1
CTL	CENTRAL AIR SOUTHWEST	RKWL SHRIKE	EXTENT OF DAMAGE NOT REPTD.	Approach	2	2	8/31/1993 0:00:00	Day	NE	400	120	None	Some Cloud	UNKNOWN BIRD - MEDIUM	11-100	1
UAL	UNITED AIRLINES	B-737	NO DAMAGE. FLT 1027.	Approach	4	2	7/10/1990 0:00:00	Day	GA	25	NA	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	2-10
EME	METRO EXPRESS	UNKNOWN	NO DAMAGE/INJURIES.	Approach	NA	NA	1/10/1991 0:00:00	Day	GA	200	NA	None	Overcast	EUROPEAN STARLING	11-100	2-10
USA	US AIRWAYS	B-737	FLT 2301	Take-off run	4	2	9/30/1990 0:00:00	Day	NY	0	NA	None	Overcast	GULLS	NA	2-10
UAL	UNITED AIRLINES	B-737-500	HIT SMALL FLOCK, ASSUME 2-10. OCCURRED  IN PM. NO DMG. AIRLINE REPTS PHASE AS T/O ROLL. FOUL SMELL IN CABIN. (ASSUME INGESTION)	Climb	4	2	2/1/1991 0:00:00	NA	CA	50	170	NA	Some Cloud	EUROPEAN STARLING	2-10	2-10
COA	CONTINENTAL AIRLINES	MD-80	FLT 326. # BIRDS STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.	Approach	4	2	10/24/1990 0:00:00	Night	NJ	4000	160	None	No Cloud	UNKNOWN BIRD - LARGE	NA	1
HAL	HAWAIIAN AIR	DC-9-50	TIME = 1740 HST.	Climb	4	2	7/2/1993 0:00:00	Day	HI	50	150	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	FK-28-4000	FLT766 STRUCK 4 GULLS AT 0736 EST. NO DAMAGE WAS REPTD & A/C CONT  TO PITTSBURG, PA.	Take-off run	4	2	11/1/1991 0:00:00	Day	MA	0	NA	None	Overcast	GULLS	NA	2-10
SWA	SOUTHWEST AIRLINES	B-737-200	FOD IN #1 ENG. NO INJURY.	Climb	4	2	9/1/1991 0:00:00	Day	TX	NA	180	NA	No Cloud	UNKNOWN BIRD	NA	1
