name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
Charlotte County	Florida	141627	159978	8.75731038017727	10.5	81.1	18.4	26938	45037
Citrus County	Florida	118085	141236	9.03133053895607	14.4	84.6	5.4	22551	37933
Clay County	Florida	140814	190865	5.73887302543683	8.5	78.3	10.6	26872	61185
Collier County	Florida	251377	321520	6.14949303309281	12.2	76.5	48	37046	58106
Columbia County	Florida	56513	67531	9.29068131672861	15.6	71.5	8.2	19366	38214
DeSoto County	Florida	32209	34862	6.87396018587574	26.9	78.5	9.9	15989	35979
Dixie County	Florida	13827	16422	7.88722445499939	15.5	81.6	1.4	17066	32312
Duval County	Florida	778879	864263	10.2204826540069	14.2	63.1	28.4	25854	49463
Escambia County	Florida	294410	297619	11.9938444790151	16.4	67.4	22.6	23474	43573
Flagler County	Florida	49832	95696	6.97747032268851	11.9	81.1	9.4	24939	48090
Franklin County	Florida	11057	11549	9.27465581435622	25.6	65.6	15.2	21005	36490
Gadsden County	Florida	45087	46389	10.3441117506305	27.6	70.9	6.7	16843	35728
Gilchrist County	Florida	14437	16939	6.06818584332015	20.1	80.5	1.7	18309	37039
Glades County	Florida	10576	12884	3.65398944427197	19.6	81.2	5.3	17872	39429
Gulf County	Florida	13332	15863	9.04305616844229	19.5	77.1	11.1	17968	39178
Hamilton County	Florida	13327	14799	8.17048449219542	21.4	74	8.2	15794	37613
Hardee County	Florida	26938	27731	6.53910785763225	26.1	74.7	9.4	14668	37466
Hendry County	Florida	36210	39140	7.49404701073071	26.4	69.2	9.5	14734	37298
Hernando County	Florida	130802	172778	9.13161976640544	11.8	83.4	3.9	22775	42011
Highlands County	Florida	87366	98786	9.63546453950965	16.9	79.9	11.3	19579	34946
Hillsborough County	Florida	998948	1229226	8.69502922977548	14.2	63.3	29.1	27062	49536
Holmes County	Florida	18564	19927	11.1942088623476	19.9	80.3	5.3	15285	32247
Indian River County	Florida	112947	138028	8.63448720549454	12.6	76.8	24.2	31918	47341
Jackson County	Florida	46755	49746	12.1793511036063	19.7	77.2	7.5	17177	38257
Jefferson County	Florida	12902	14761	10.2770137524558	18.7	77.2	4.4	19647	41359
Lafayette County	Florida	7022	8870	5.15862457722661	18	80.6	2	18069	46445
Lake County	Florida	210528	297052	9.5449685576936	11	78.7	10.8	25323	46477
Lee County	Florida	440888	618754	6.7576613646134	12	74.8	28.7	29445	50014
Leon County	Florida	239452	275487	30.6298518623383	22	55.4	30.7	25803	44490
Levy County	Florida	34450	40801	7.57787799318644	21.6	76.3	5.5	18703	35737
Liberty County	Florida	7021	8365	6.91583980872684	15.8	77.5	1.7	17003	40777
Madison County	Florida	18733	19224	10.9389305035372	21	73.9	9.3	16346	37459
Manatee County	Florida	264002	322833	7.06282505196185	12.8	74.1	25.4	28072	47812
Marion County	Florida	258916	331298	8.40350077573665	15.3	78.9	10	22384	40339
Martin County	Florida	126731	146318	8.69787039188617	10.4	79.5	28.7	35772	53210
Miami-Dade County	Florida	2253362	2496435	10.118282671089	17.2	58.1	46.6	22957	43605
Monroe County	Florida	79589	73090	10.9791353126283	10.8	64.5	23.5	35516	53821
Nassau County	Florida	57663	73314	9.02797555719235	9.3	79.4	13.9	29089	58712
Okaloosa County	Florida	170498	180822	21.4862793244185	10.6	67.3	25.9	28621	54242
Okeechobee County	Florida	35910	39996	8.68399339933993	19.7	76.7	4.4	19664	38339
Orange County	Florida	896344	1145956	8.98015892407736	13.4	59.9	32.9	25490	50138
Osceola County	Florida	172493	268685	4.40665091091799	13.3	66.5	24.2	20536	46328
Palm Beach County	Florida	1131184	1320134	7.69999787900319	12.2	73.6	41	33610	53242
Pasco County	Florida	344765	464697	7.13428535153014	12.3	78.8	10.8	24164	44228
Pinellas County	Florida	921482	916542	11.1709981648413	12.1	70.4	36	28742	45258
Polk County	Florida	483924	602095	6.60729120819804	15.2	72.1	14.2	21881	43946
Putnam County	Florida	70423	74364	9.4893227905976	23.3	77.8	6.6	18402	34645
St. Johns County	Florida	123135	190039	6.82478333394724	9.1	77.1	20	36027	62663
St. Lucie County	Florida	192695	277789	7.11891759572913	13.7	76	20.2	23296	45196
Santa Rosa County	Florida	117743	151372	7.08243928863991	11.3	77.6	10.6	25384	55129
Sarasota County	Florida	325957	379448	10.0380869051886	10.5	77.4	24.5	33045	49388
Seminole County	Florida	365196	422718	4.82158554875827	9.8	71.3	26.1	29795	58971
Sumter County	Florida	53345	93420	6.07684649967887	11.2	89.3	2.4	24180	43079
Suwannee County	Florida	34844	41551	8.53447570455585	17.3	76	5.2	18782	36352
Taylor County	Florida	19256	22570	9.43633141338059	19.1	85.7	2.7	18649	37408
Union County	Florida	13442	15535	5.31947215963952	21.3	69.5	8.2	13657	41794
Volusia County	Florida	443343	494593	8.43719987949688	13.8	75.9	21.2	24768	44400
Wakulla County	Florida	22863	30776	5.01514166883286	12.5	83.6	3.5	21892	53301
Walton County	Florida	40601	55043	12.9654451973911	14.6	75.3	24.6	27746	47273
Washington County	Florida	20973	24896	10.6850899742931	19.3	80.2	4.3	18470	36216
Appling County	Georgia	17419	18236	7.56097828471156	22.2	72.6	5.5	18977	36155
Atkinson County	Georgia	7609	8375	8.14889552238806	28	72	6.5	15456	33834
Bacon County	Georgia	10103	11096	7.68439077144917	16.5	66.4	5.3	17110	31429
Baker County	Georgia	4074	3451	8.66386554621849	30	66.1	6.9	16379	27462
Baldwin County	Georgia	44700	45720	6.79905949256343	25.2	60.6	15.6	17488	37237
Banks County	Georgia	14422	18395	3.85305789616744	15.9	75.9	4.8	19497	40455
Barrow County	Georgia	46144	69367	4.73410987933744	12.6	76.7	7	20882	48958
Bartow County	Georgia	76019	100157	4.70731950837186	14	72.4	12.6	22241	49216
Ben Hill County	Georgia	17484	17634	8.39134626290121	26.9	62.4	12.8	15529	30134
Berrien County	Georgia	16235	19286	6.9928445504511	23.1	72	3	16049	32202
Bibb County	Georgia	153887	155547	10.6709419018046	22.4	58.5	25	21436	38798
Bleckley County	Georgia	11666	13063	7.43206001684146	19.5	69	10.9	18960	35661
Brantley County	Georgia	14629	18411	5.48959860952691	21.4	85.3	2.3	18905	37343
Brooks County	Georgia	16450	16243	7.86831250384781	17	74.3	5.2	20346	41309
Bryan County	Georgia	23417	30233	68.8631296927199	11	74.2	8.1	28365	63244
Bulloch County	Georgia	55983	70217	4.64672372787217	28.4	55.6	26.4	17812	34327
Burke County	Georgia	22243	23316	8.97816949734088	25.7	71.7	10.5	15934	33155
Butts County	Georgia	19522	23655	6.29334178820545	12.4	76.7	5.8	20963	52257
Calhoun County	Georgia	6320	6694	9.75575141918136	28.8	70.6	9.8	12452	30522
Camden County	Georgia	43664	50513	10.8595411082296	15.3	67.3	16.3	22022	49230
Candler County	Georgia	9577	10998	8.28486997635934	22.3	65.9	5	16068	35828
Carroll County	Georgia	87268	110527	5.79269318808979	17.3	68	14.1	20523	45559
Catoosa County	Georgia	53282	63942	4.29802008069813	11.2	75.7	11.6	22563	46544
Charlton County	Georgia	10282	12171	6.80757538410977	19.8	75.9	5.1	16652	40850
Chatham County	Georgia	232048	265128	11.8117739356085	16.6	58.7	27.7	25397	44928
Chattahoochee County	Georgia	14882	11267	204.615691843437	15.9	31.3	39.4	22202	51089
Chattooga County	Georgia	25470	26015	6.93630597732078	19.2	72.1	10.1	15158	32419
Cherokee County	Georgia	141903	214346	2.84055685667099	7.4	80.6	9.3	30217	66320
Clarke County	Georgia	101489	116714	7.19724283290779	33.5	45.9	43.3	19839	34253
Clay County	Georgia	3357	3183	11.5868677348413	34.2	71.7	6.4	13353	26250
Clayton County	Georgia	236517	259424	4.74684300604416	16.7	59	29.4	18958	43311
Clinch County	Georgia	6878	6798	9.33715798764342	25.7	72.5	8.7	16709	31963
Cobb County	Georgia	607751	688078	5.92002505529896	10.6	69.6	25.1	33110	65522
Coffee County	Georgia	37413	42356	6.25842855793748	21.3	70.1	7.7	16664	35202
Colquitt County	Georgia	42053	45498	7.76429733175085	23.4	61.7	11.7	17362	32902
Columbia County	Georgia	89288	124053	11.0948062521664	7.1	80.9	7.5	29479	66333
Cook County	Georgia	15771	17212	7.0331164303974	23.3	72.7	4.9	16528	31390
Coweta County	Georgia	89215	127317	4.55383805776134	10.2	75.8	11.8	26161	61550
Crawford County	Georgia	12495	12630	4.8181314330958	20.5	80.9	2.5	20692	37062
Crisp County	Georgia	21996	23439	9.93685737446137	29.1	58.5	18.5	17187	29960
Dade County	Georgia	15154	16633	5.98593158179523	15.5	79.8	6	20168	39760
Dawson County	Georgia	15999	22330	4.59296909986565	12	78.9	4.3	25557	51128
Decatur County	Georgia	28240	27842	8.77864377559083	24	65.9	11.1	17833	33297
DeKalb County	Georgia	665865	691893	7.27940881032183	16.1	58.6	36.6	28412	51349
Dodge County	Georgia	19171	21796	8.53661222242613	20	71.1	8.6	16288	33580
Dooly County	Georgia	11525	14918	7.60122000268132	27.1	66.9	8.5	14871	31038
Dougherty County	Georgia	96065	94565	11.5772114418654	28.9	48.5	31.5	19210	32435
Douglas County	Georgia	92174	132403	3.71064855025944	11.3	71.5	16.1	24515	55852
Early County	Georgia	12354	11008	10.4640261627907	28.9	66.3	6	16330	26928
Echols County	Georgia	3754	4034	3.37233515121468	32.1	70.8	3.8	14201	32390
Effingham County	Georgia	37535	52250	3.83831578947368	10.3	74.5	6.8	23465	56903
Elbert County	Georgia	20511	20166	9.68769215511257	23	71.1	8	17100	30543
Emanuel County	Georgia	21837	22598	10.5566864324276	24.2	67.1	7.5	16076	30205
Evans County	Georgia	10495	11000	7.46436363636364	21.2	69.6	4.5	19072	40796
Fannin County	Georgia	19798	23682	8.07849843763196	16.2	80.7	4.9	21103	34145
Fayette County	Georgia	91263	106567	5.93462328863532	4.7	84.5	8.5	35076	82216
Floyd County	Georgia	90565	96317	6.96893590954868	18.7	67.1	16.4	20640	41066
Forsyth County	Georgia	98407	175511	2.19703038555988	6	86.8	3.8	35385	87605
Franklin County	Georgia	20285	22084	7.96019742800217	17.8	71.9	7.8	19276	36739
Fulton County	Georgia	816006	920581	18.4191711538691	15.3	56	44.1	37211	56709
Gilmer County	Georgia	23456	28292	5.9676587021066	18.1	70.8	5.5	20439	36741
Glascock County	Georgia	2556	3082	10.5022712524335	16.6	71.9	3.8	16844	37149
Glynn County	Georgia	67568	79626	11.5608971943837	15.2	64.5	20.1	28040	50337
Gordon County	Georgia	44104	55186	5.03750951328235	17.1	69.1	13.9	18285	40916
Grady County	Georgia	23659	25011	6.69269521410579	25.9	64.6	4.8	17785	32247
Greene County	Georgia	14406	15994	8.52107040140053	23.6	75.2	7	24943	38513
Gwinnett County	Georgia	588448	805321	3.04017280065961	11	72.1	20.5	26901	63219
Habersham County	Georgia	35902	43041	5.70472340326665	19.6	74.1	7.7	19286	40192
Hall County	Georgia	139277	179684	5.6441920260012	14.8	69	14.1	23675	50876
Hancock County	Georgia	10076	9429	9.90857991303426	26.8	75.5	4.5	10925	22283
Haralson County	Georgia	25690	28780	6.22369701181376	20.4	73.5	8.2	19033	38996
Harris County	Georgia	23695	32024	5.18145765675743	9	88.5	3	31073	67018
Hart County	Georgia	22997	25213	6.81957720223694	22.4	76.5	4.2	19124	36109
Heard County	Georgia	11012	11834	5.35262802095657	19.8	73.7	5	18077	42685
Henry County	Georgia	119341	203922	3.83350496758565	8.3	80.2	10.8	25773	63923
Houston County	Georgia	110765	139900	17.288820586133	12.8	67.8	17.7	25206	55098
Irwin County	Georgia	9931	9538	7.98196686936465	25.4	78.8	3.5	16561	38376
Jackson County	Georgia	41589	60485	5.27314210134744	15.1	75.2	5.7	22473	51506
Jasper County	Georgia	11426	13900	5.53223021582734	19.1	70.5	2.9	20263	42081
Jeff Davis County	Georgia	12684	15068	6.42467480753916	24	71	8.2	15730	32928
Jefferson County	Georgia	17266	16930	10.8323685764914	26.9	70.9	10.5	15165	29268
Jenkins County	Georgia	8575	8340	10.3747002398082	19.1	75.8	2.1	17629	27686
Johnson County	Georgia	8560	9980	8.01402805611222	27.7	69.9	8.9	15659	27607
Jones County	Georgia	23639	28669	3.7504621716837	13.1	80.8	3.1	21598	50717
Lamar County	Georgia	15912	18317	6.39755418463722	20.4	66.6	11.1	17725	37536
Lanier County	Georgia	7241	10078	5.52292121452669	20.4	62.6	5.8	16894	37522
Laurens County	Georgia	44874	48434	11.2804228434571	21	67.6	11.8	19387	38280
Lee County	Georgia	24757	28298	3.81072867340448	8.2	77.7	9.6	23867	59811
Liberty County	Georgia	61610	63453	15.4659669361575	17.8	50.8	23.2	18662	42674
Lincoln County	Georgia	8348	7996	8.31453226613307	26.3	78.9	2.2	19627	36399
Long County	Georgia	10304	14464	3.49723451327434	15.8	63.1	2.3	15068	41186
Lowndes County	Georgia	92115	109233	9.02197138227459	21.6	59.1	19.1	20041	39096
Lumpkin County	Georgia	21016	29966	5.19825802576253	15.2	70.5	6.4	20088	43394
McDuffie County	Georgia	21231	21875	7.6368	19.5	65	9.5	17261	35414
McIntosh County	Georgia	10847	14333	10.238052047722	16.6	74.7	3.8	20964	39075
Macon County	Georgia	14074	14740	8.05251017639077	33	64.9	9.3	12902	27950
Madison County	Georgia	25730	28120	6.14811522048364	17.8	76.8	2.9	18975	41343
Marion County	Georgia	7144	8742	5.96259437199725	22	74.4	9.6	17729	31581
Meriwether County	Georgia	22534	21992	7.71116769734449	16.8	72.5	5.4	18295	37845
Miller County	Georgia	6383	6125	10.8315102040816	18.2	69.9	3.4	19895	33196
Mitchell County	Georgia	23932	23498	8.5030640905609	22.2	65.4	11.3	16322	36198
Monroe County	Georgia	21757	26424	4.90156675749319	12.3	80	4.7	23656	48297
Montgomery County	Georgia	8270	9123	7.68025868683547	18.2	71.3	6.7	17168	35182
Morgan County	Georgia	15457	17868	6.44123572867696	15.4	74.9	3.9	27732	45817
Murray County	Georgia	36506	39628	4.0322751589785	17.1	72.5	7.3	16925	38226
Muscogee County	Georgia	186291	189885	12.2915185507017	18.2	56.4	29	22514	41331
Newton County	Georgia	62001	99958	4.57764260989616	12.7	76	8.7	21583	52361
Oconee County	Georgia	26225	32808	4.45400512070227	7.4	82.7	6.1	34271	74352
Oglethorpe County	Georgia	12635	14899	4.5227196456138	19	80.1	1.8	17572	39319
Paulding County	Georgia	81678	142324	2.22755824737922	8.2	81.6	7.5	23450	62348
Peach County	Georgia	23668	27695	10.5256183426611	25.4	69	15	18681	41014
Pickens County	Georgia	22983	29431	5.72980870510686	11.6	80.4	7.2	25892	49945
Pierce County	Georgia	15636	18758	7.08097878238618	15.4	76.6	5.3	18283	37062
Pike County	Georgia	13688	17869	15.0039173988472	10.5	83.1	2.9	21051	53213
Polk County	Georgia	38127	41475	7.78497890295359	19.3	70.5	11.4	18214	38646
Pulaski County	Georgia	9588	12010	7.47901748542881	11.6	72.3	7.7	16621	36262
Putnam County	Georgia	18812	21218	6.57550193232161	12.3	79.9	3.8	25576	41529
Quitman County	Georgia	2598	2513	9.40867489056904	31.6	70.4	2.7	13642	28912
Rabun County	Georgia	15050	16276	8.15304743180143	18.5	73	8.8	22471	34406
Randolph County	Georgia	7791	7719	11.0045342660966	28	65	4.3	17632	26194
Richmond County	Georgia	199775	200549	13.9804985315309	23.3	57	25.5	20604	37882
Rockdale County	Georgia	70111	85215	4.11950947603122	12.3	68.9	20.8	24367	55779
Schley County	Georgia	3766	5010	6.48023952095808	19.2	66.4	7.8	16122	35096
Screven County	Georgia	15374	14593	8.58219694374015	20.4	77.4	7	16189	32155
Seminole County	Georgia	9369	8729	10.1152480238286	25.4	78.5	2.8	19263	32666
Spalding County	Georgia	58417	64073	6.91742231517176	21.2	64.6	15.8	19607	41100
Stephens County	Georgia	25435	26175	9.40313276026743	18.8	72	8.3	18285	34938
Stewart County	Georgia	5252	6058	10.3308022449653	24.2	68.9	4.8	15612	30954
Sumter County	Georgia	33200	32819	8.84975166824096	26.9	63	19.6	17436	32430
Talbot County	Georgia	6498	6865	8.97567370721049	23.5	79.6	5.8	18007	33873
Taliaferro County	Georgia	2077	1717	12.7163657542225	34.4	71	4.7	13955	22188
Tattnall County	Georgia	22305	25520	6.88401253918495	21.4	68.1	5.8	16742	38522
Taylor County	Georgia	8815	8906	9.28115876936896	33.1	74.2	6.5	14693	25237
Telfair County	Georgia	11794	16500	10.1184848484848	31.3	61.6	8.9	13420	23876
Terrell County	Georgia	10970	9315	11.518411164788	31	60.6	11.6	15553	27909
Thomas County	Georgia	42737	44720	8.54601967799642	22.8	61.8	11.8	21261	35797
Tift County	Georgia	38407	40118	8.10165013211027	22.8	64.9	15.1	18394	36847
Toombs County	Georgia	26067	27223	8.03272967711127	25.7	62.6	13.4	17974	31635
Towns County	Georgia	9319	10471	9.63384585999427	9.3	86.5	2.3	21527	39540
Treutlen County	Georgia	6854	6885	7.94320987654321	24.7	65.2	5.8	16710	36467
Troup County	Georgia	58779	67044	7.45692381122845	19.8	65	15.1	19699	41770
Turner County	Georgia	9504	8930	9.88936170212766	25.4	64.4	19.5	15973	30763
Twiggs County	Georgia	10590	9023	12.9404854261332	21.2	81	2.5	15904	26521
Union County	Georgia	17289	21356	7.88008053942686	13.9	78	4.3	24182	41298
Upson County	Georgia	27597	27153	7.58122491069127	20.1	69.8	9.5	17398	34509
Walker County	Georgia	61053	68756	6.74584036302286	15.1	74	9	19440	38723
Walton County	Georgia	60687	83768	5.12765017667845	12.5	76	8.7	22521	51721
Ware County	Georgia	35483	36312	10.6432308878608	20.5	66.6	13.8	18295	35517
Warren County	Georgia	6336	5834	11.1523825848474	25.7	70.8	9.3	15987	31043
Washington County	Georgia	21176	21187	8.50677302119224	27.6	71.8	5.7	15033	31382
Wayne County	Georgia	26565	30099	7.70201667829496	18.3	70	6.9	18393	37340
Webster County	Georgia	2390	2799	7.5016077170418	23.6	76.1	3.7	16295	25708
Wheeler County	Georgia	6179	7421	7.25414364640884	24.3	75.5	6.8	10043	35422
White County	Georgia	19944	27144	5.31620247568523	19.4	76	5.6	23680	41756
Whitfield County	Georgia	83525	102599	4.63515238939951	19.2	68.3	19.1	19780	42345
Wilcox County	Georgia	8577	9255	8.46083198271205	25.5	84	3.9	12692	30784
Wilkes County	Georgia	10687	10593	10.0358727461531	25.5	71.5	6.4	16993	28022
Wilkinson County	Georgia	10220	9563	13.7981804872948	23.1	81.7	2.2	17929	37902
Worth County	Georgia	21967	21679	7.19442778725956	20.8	70.9	6.9	18348	38670
Hawaii County	Hawaii	148677	185079	7.00047547263601	14.4	66.2	20.9	26194	54996
Honolulu County	Hawaii	876156	953207	16.2776165093206	8.8	57.6	45	29516	70093
Kalawao County	Hawaii	147	90	13.6444444444444	4.1	0	22.3	43308	41806
Kauai County	Hawaii	58463	67091	7.49017006752023	8.8	65	25.1	26513	62531
Maui County	Hawaii	128094	154834	4.9430099332188	8.9	58.8	38.9	29180	63989
Ada County	Idaho	300904	392365	7.95779440062187	10.2	69.6	18	27915	55835
Adams County	Idaho	3476	3976	8.48792756539235	12.4	80.4	3.1	22730	36004
Bannock County	Idaho	75565	82839	7.00776204444766	14	71.2	19.5	21275	44848
Bear Lake County	Idaho	6411	5986	7.89558970932175	13.9	80.9	7.5	19284	43374
Benewah County	Idaho	9171	9285	11.1878298330641	15.2	74.2	5.8	18312	37500
Bingham County	Idaho	41735	45607	6.00401254193435	14.7	79.9	9.6	18633	44128
Blaine County	Idaho	18991	21376	3.69016654191617	9.3	68.3	29.9	32656	61854
Boise County	Idaho	6670	7028	6.57840068298236	16.3	76.8	1.3	24288	48789
Bonner County	Idaho	36835	40877	8.05024830589329	14.3	74.5	10.1	24745	41943
Bonneville County	Idaho	82522	104234	22.3557956137153	11	74.1	17.4	23218	50445
Boundary County	Idaho	9871	10972	7.36392635800219	18.8	82.5	5.7	18011	37712
Butte County	Idaho	2899	2891	13.9778623313732	13.8	82.9	11.9	20414	39413
Camas County	Idaho	991	1117	6.50044762757386	16.3	72.6	0	19659	44145
Canyon County	Idaho	131441	188923	4.67560328811209	17.3	71.4	11.9	18366	43218
Caribou County	Idaho	7304	6963	8.67844319977021	8.4	79.2	10.6	20637	44958
Cassia County	Idaho	21416	22952	6.3896828163123	15.4	68.6	8.8	17782	39866
Clark County	Idaho	1022	982	7.13849287169043	11.3	77.5	6.1	19737	40909
Clearwater County	Idaho	8930	8761	11.9207852984819	11.7	78.2	6.6	20507	41835
Custer County	Idaho	4342	4368	9.99015567765568	13.8	80.1	4.7	22625	41910
Elmore County	Idaho	29130	27038	17.0485612841186	12	67.5	9.3	20388	43089
Franklin County	Idaho	11329	12786	4.26255279211638	13.7	80.9	4.3	17967	45682
Fremont County	Idaho	11819	13242	6.34994713789458	8.5	81.6	3.4	18616	42523
